timestamp,token,entry_price,exit_price,pnl_pct,reason
2025-11-24 22:24:52,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,0.06376,0.05877,-7.83,hard_stop_loss_7.0%_triggered_at_-7.83%
2025-11-25 07:37:41,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,0.06677,0.07784,16.58,take_profit
2025-11-25 08:14:59,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,0.2827,0.3175,12.31,take_profit
2025-11-25 11:42:26,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,0.0702,0.06367,-9.3,hard_stop_loss_7.0%_triggered_at_-9.30%
2025-11-25 17:58:25,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,0.06903,0.06023,-12.75,hard_stop_loss_7.0%_triggered_at_-12.75%
2025-11-25 20:33:33,Dz9mQ9NzkBcCsuGPFJ3r1bS4wgqKMHBPiVuniW8Mbonk,0.1132,0.1268,12.01,take_profit
2025-11-26 06:05:15,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,0.01398,0.013,-7.01,hard_stop_loss_7.0%_triggered_at_-7.01%
2025-11-26 07:15:00,Dz9mQ9NzkBcCsuGPFJ3r1bS4wgqKMHBPiVuniW8Mbonk,0.1254,0.1164,-7.18,hard_stop_loss_7.0%_triggered_at_-7.18%
2025-11-26 07:21:25,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,0.312,0.2847,-8.75,hard_stop_loss_7.0%_triggered_at_-8.75%
2025-11-26 20:05:21,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,0.2833,0.35,23.54,take_profit
2025-11-27 06:26:38,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,0.06113,0.05413,-11.45,hard_stop_loss_7.0%_triggered_at_-11.45%
2025-11-27 06:31:36,Dz9mQ9NzkBcCsuGPFJ3r1bS4wgqKMHBPiVuniW8Mbonk,0.115,0.12,4.35,take_profit
2025-11-27 06:31:42,BiGwCbrNetFGJYZMRJiPMEo3vf5XnLp7ibc1CtmuQGW4,0.7659,0.697,-9.10,hard_stop_loss_7.0%_triggered_at_-9.10%
2025-11-27 06:31:48,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,0.3482,0.317,-8.96,hard_stop_loss_7.0%_triggered_at_-8.96%
2025-11-27 08:59:57,A8C3xuqscfmyLrte3VmTqrAq8kgMASius9AFNANwpump,0.009732,0.009031,-7.2,hard_stop_loss_7.0%_triggered_at_-7.20%
2025-11-27 12:37:12,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,0.05395,0.06052,12.18,take_profit
2025-11-28 08:58:44,A8C3xuqscfmyLrte3VmTqrAq8kgMASius9AFNANwpump,0.01567,0.01785,13.91,take_profit
2025-11-28 09:25:12,Dz9mQ9NzkBcCsuGPFJ3r1bS4wgqKMHBPiVuniW8Mbonk,0.1156,0.1298,12.28,take_profit
2025-11-28 09:46:26,A8C3xuqscfmyLrte3VmTqrAq8kgMASius9AFNANwpump,0.0185,0.01718,-7.14,hard_stop_loss_7.0%_triggered_at_-7.14%
2025-11-28 09:51:42,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,0.3205,0.3592,12.07,take_profit
2025-11-28 09:52:18,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,0.06576,0.06111,-7.07,hard_stop_loss_7.0%_triggered_at_-7.07%
2025-11-28 10:24:26,A8C3xuqscfmyLrte3VmTqrAq8kgMASius9AFNANwpump,0.01697,0.01901,12.02,take_profit
2025-11-28 11:38:00,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,0.06085,0.05658,-7.02,hard_stop_loss_7.0%_triggered_at_-7.02%
2025-11-28 12:10:31,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,0.05472,0.06138,12.17,take_profit
2025-11-28 12:42:55,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,0.357,0.3317,-7.09,hard_stop_loss_7.0%_triggered_at_-7.09%
2025-11-28 13:01:44,Dz9mQ9NzkBcCsuGPFJ3r1bS4wgqKMHBPiVuniW8Mbonk,0.132,0.1222,-7.42,hard_stop_loss_7.0%_triggered_at_-7.42%
2025-11-28 13:36:02,A8C3xuqscfmyLrte3VmTqrAq8kgMASius9AFNANwpump,0.01836,0.01704,-7.19,hard_stop_loss_7.0%_triggered_at_-7.19%
2025-11-28 15:42:46,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,0.04455,0.04995,12.12,take_profit
2025-11-28 21:44:47,A8C3xuqscfmyLrte3VmTqrAq8kgMASius9AFNANwpump,0.01777,0.01646,-7.37,hard_stop_loss_7.0%_triggered_at_-7.37%
2025-11-29 02:40:23,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,0.07969,0.0738,-7.39,hard_stop_loss_7.0%_triggered_at_-7.39%
2025-11-29 07:37:13,Dz9mQ9NzkBcCsuGPFJ3r1bS4wgqKMHBPiVuniW8Mbonk,0.1234,0.1147,-7.05,hard_stop_loss_7.0%_triggered_at_-7.05%
2025-11-29 12:16:27,A8C3xuqscfmyLrte3VmTqrAq8kgMASius9AFNANwpump,0.0169,0.01564,-7.46,hard_stop_loss_7.0%_triggered_at_-7.46%
2025-11-29 19:14:13,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,0.09241,0.1049,13.52,take_profit
2025-11-30 00:33:36,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,0.1035,0.1154,11.50,take_profit
2025-11-30 10:56:45,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,0.1493,0.1379,-7.64,stop_loss
2025-11-30 11:04:36,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,0.13,0.12,-7.69,stop_loss
2025-11-30 11:14:16,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,0.1199,0.1358,13.26,take_profit
2025-11-30 14:46:17,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,0.1333,0.1514,13.58,take_profit
2025-11-30 18:16:42,Dz9mQ9NzkBcCsuGPFJ3r1bS4wgqKMHBPiVuniW8Mbonk,0.1146,0.1064,-7.16,stop_loss
2025-11-30 18:56:07,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,0.3348,0.3096,-7.53,stop_loss
2025-11-30 19:13:36,A8C3xuqscfmyLrte3VmTqrAq8kgMASius9AFNANwpump,0.01557,0.01443,-7.32,stop_loss
2025-11-30 20:31:55,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,0.3079,0.2862,-7.05,stop_loss
2025-11-30 21:11:38,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,0.1446,0.164,13.42,take_profit
2025-11-30 21:32:43,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,0.1776,0.1608,-9.46,stop_loss
2025-11-30 22:26:30,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,0.1617,0.1858,14.9,take_profit
2025-11-30 23:18:52,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,0.1868,0.1732,-7.28,stop_loss
2025-11-30 23:28:24,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,0.2856,0.2615,-8.44,stop_loss
2025-11-30 23:42:14,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,0.1723,0.1593,-7.54,stop_loss
2025-11-30 23:51:17,61V8vBaqAGMpgDQi4JcAwo1dmBGHsyhzodcPqnEVpump,0.05486,0.05017,-8.55,stop_loss
2025-12-01 00:31:19,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,0.1491,0.1375,-7.78,stop_loss
2025-12-01 01:28:05,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,0.1471,0.1352,-8.09,stop_loss
2025-12-01 05:06:32,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,0.1341,0.1535,14.47,take_profit
